Date,Open,High,Low,Close,Adj Close,Volume,MA_7,MA_14,MA_21,Volatility_15,SP500_Trend,Inflation_Rate,Earnings_Impact
2012-02-14,0.07072677763514143,0.06631329188741597,0.07164132132001966,0.07207397813128469,62.892056,115099600,0.05295525616367487,0.03302365416486597,0.04065062078567621,0.012254646183906811,0.4967141530112327,2.874656555082007,-0.4821914504137208
2012-02-15,0.0765454240832191,0.07640260177828845,0.06850967772736966,0.06492898985766715,61.4366,376530000,0.055469027555374084,0.034769799985453424,0.04272805715325453,0.011825004745127241,-0.13826430117118466,3.1724786944765517,-0.894346627270556
2012-02-16,0.06275040416624642,0.06349695905750846,0.06222191666700022,0.06768033687763136,61.997032,236138000,0.058322776905244664,0.03656301364027843,0.04498427052055847,0.010850548204697613,0.6476885381006925,3.1906250090752173,0.452169702967701
2012-02-17,0.06978731208042485,0.06523379859945033,0.07059948068453359,0.06762579990459255,61.985954,133951300,0.060894727572802496,0.03826168862317171,0.04746349942545283,0.009489793144643722,1.5230298564080254,3.1026170840194585,-0.7573940039889318
2012-02-21,0.07207235155901795,0.06950351612385741,0.07294054303920977,0.07534044416953861,63.557446,151398800,0.06397816131904271,0.04012924142684809,0.050113020622560775,0.00853438641153986,-0.23415337472333597,3.1450191573695996,-0.39444974345606565
2012-02-22,0.07583021377788421,0.06988945560674137,0.07597412811541221,0.07424353239266274,63.334015,120825600,0.0666573758108366,0.04197376491615485,0.05291980331327214,0.006798557440457138,-0.23413695694918055,3.103235657422992,0.06494181576779479
2012-02-23,0.07704242507019929,0.07130065092666404,0.07623763088530794,0.07627368987945649,63.747555,142006900,0.06906387998458643,0.04385545748497077,0.055032692319146106,0.005183077068423128,1.5792128155073915,2.8717036809554095,0.12883317555949536
2012-02-24,0.07982446977853122,0.07435818168591163,0.08183902951943578,0.07992193169754885,64.49073,103768000,0.0708358815171195,0.04587269651920571,0.05738950468194146,0.005589568052739245,0.7674347291529088,3.0863845089347883,0.20116639397427205
2012-02-27,0.08081848023800889,0.07773537062223657,0.08039272002557435,0.08195212312147576,64.904282,136895500,0.07279575223157438,0.04798104148435004,0.059767528389302785,0.005719334778120009,-0.4694743859349521,3.1600819050455367,-0.6674893393005987
2012-02-28,0.08484911789378399,0.08190256973943932,0.08625761713969865,0.08780021233446123,66.095551,150096800,0.07478410383663195,0.05031623949912277,0.06226433206283455,0.007119537498422639,0.5425600435859647,3.150858265962715,-0.2405251903567025
2012-02-29,0.09309218692649171,0.08925999731455381,0.09229411880255578,0.0920605442867965,66.963387,238002800,0.07678276045218313,0.052694667341178524,0.064869008307929,0.008865505302033448,-0.46341769281246226,3.2377826742949285,0.2343884542339334
2012-03-01,0.09709855176022739,0.08962181531591568,0.09417553132514656,0.09329073566999885,67.213989,170817500,0.07961893503341629,0.05502501644664178,0.06754398129439519,0.009182938069386708,-0.46572975357025687,3.1416607694402128,0.9396377292675695
2012-03-02,0.09471656100451106,0.0887715098741732,0.09647368610779072,0.09372102882387623,67.301636,107928100,0.08222300422804078,0.057397181756385904,0.07027289056664272,0.009113264593263195,0.24196227156603412,3.0702896415083165,0.45526227539937736
2012-03-05,0.09543177130984595,0.08918157506004964,0.08634955396995447,0.08643667771280761,65.817802,202281100,0.08410409200886229,0.059677030286589314,0.07249940979083239,0.007577423203948199,-1.913280244657798,3.2140300476632855,0.8452075141879156
2012-03-06,0.08224284218937564,0.0808653038192837,0.0803559298498348,0.08467919660692474,65.459801,202559700,0.0850379672526009,0.061754669499240814,0.07450806428582181,0.006924706763498245,-1.7249178325130328,2.994695748150188,0.5244241166283541
2012-03-07,0.09020711106794058,0.0833318329524167,0.0846948583314191,0.08493979985270267,65.512878,199630200,0.08610759399860488,0.06398240020838306,0.07638248490472074,0.005808163536296026,-0.5622875292409727,2.8236250697544563,0.18343393778480088
2012-03-08,0.08892821633846545,0.0864738142258138,0.09010013993265181,0.09178780427376088,66.907837,129114300,0.08765900543803533,0.06590813002544252,0.07836144271131087,0.004888799182037971,-1.0128311203344238,2.9673866072112474,-0.6159532617273109
2012-03-09,0.09469837229832642,0.08933839001876559,0.09683528171332773,0.09371497952988489,67.300438,104729800,0.08903831022126893,0.06793910652838395,0.07993709586919422,0.004382932963534972,0.3142473325952739,2.8510194710387102,0.3333713037850261
2012-03-12,0.09758950257342189,0.09190743755910297,0.09921925164003598,0.09785407107389327,68.143532,101820600,0.0906285050165107,0.07005452059837208,0.08171212862404253,0.004410937280024914,-0.9080240755212109,2.8649643450051236,0.24675913191981413
2012-03-13,0.10277781085950952,0.10166507496831079,0.10458162566923662,0.10761100959289066,70.13105,172713800,0.09260958474235363,0.07237941628934091,0.08369684428949278,0.006800872187405209,-1.4123037013352915,2.9710962658568962,0.2049383409145329
2012-03-14,0.11520909360297263,0.11767047581614831,0.11662396050540313,0.12062833091901742,72.782761,354711000,0.09546636340557572,0.07506812667381123,0.08612456192887942,0.011152496537491603,1.465648768921554,2.841516015800008,-0.020428264023518494
2012-03-15,0.12827676468221147,0.12086070427406015,0.11855443660541148,0.11819211987572831,72.286484,289929500,0.09795650182614868,0.07768148813831302,0.08878771842978248,0.013204049752210265,-0.22577630048653566,2.938407694072192,0.05731320797855122
2012-03-16,0.11925180614976746,0.114341534064338,0.11821735348403672,0.1181981734118614,72.287727,206371900,0.10040421628494718,0.08031666580607753,0.09131361025649398,0.014533468443723472,0.06752820468792384,2.6212770666092426,-0.33111494576379186
2012-03-19,0.12752520666381753,0.12192209167573792,0.12498928544045229,0.1276096785785269,74.204872,225309000,0.1045215163715191,0.08317344531772797,0.0943128041901907,0.015904292886082614,-1.4247481862134568,3.042658741474588,0.03862538528460635
2012-03-20,0.1282161696036647,0.1250158257646204,0.12647850250634574,0.13055492540898106,74.804832,204165500,0.10910908925172476,0.08604173927445612,0.09707352825216282,0.016159212278023725,-0.5443827245251827,3.000241095072445,-0.6048881886430435
2012-03-21,0.13017388874058797,0.12667427260235053,0.13256402913752746,0.12845809418189086,74.377708,161010500,0.11346091868464356,0.08874196283136168,0.09978425634162423,0.014723097955321097,0.11092258970986608,2.836582273786362,0.6103487947207535
2012-03-22,0.1271675887828743,0.12356846510829594,0.12896049663030779,0.12654309387229934,73.98761,155967700,0.1169364476444974,0.09121977768903973,0.10229772654126637,0.01304502001396745,-1.1509935774223028,3.131849133686481,-0.6284460906025844
2012-03-23,0.12881015156707834,0.12194019334055539,0.12826797819868063,0.12454928305515378,73.581444,107622200,0.1200198779970243,0.09329802324513757,0.10452909410914661,0.0103020827381125,0.37569801834567196,3.1875140275253115,-0.8300674202210672
2012-03-26,0.12838588419104394,0.12516662090663178,0.12879501805766586,0.13117306483721536,74.930763,148935500,0.1233517773733565,0.09559201154048051,0.1069901411949336,0.007282026765223623,-0.600638689918805,2.678488027126205,-0.12750794728568526
2012-03-27,0.1322589160925284,0.1306726129059576,0.13541374055321825,0.13571823963271062,75.856613,151782400,0.1261625003773385,0.09785206298544136,0.10938604255984608,0.005806195969510523,-0.2916937497932768,2.847455044286757,0.3166148790121237
2012-03-28,0.13965341218833985,0.13379046847636228,0.13801830567779017,0.13762113711217772,76.244255,163865100,0.12786178099665452,0.10003696828480448,0.11166407220111514,0.006456736213039708,-0.6017066122293969,2.8461715300425405,-0.12456635013291728
2012-03-29,0.1362592265097198,0.13084147594102363,0.13613077575890686,0.13291840917584063,75.286285,152059600,0.12933440992666576,0.1023032822620769,0.11364545587640722,0.005633094328430199,1.8522781845089378,2.812019379778227,-0.4464917360973828
2012-03-30,0.13382871556647644,0.1272230553035959,0.13043744029452325,0.12667035387962605,74.013542,182759500,0.13018162797344224,0.1042696161621434,0.1152929221291947,0.004235949482140303,-0.013497224737933921,3.1658949683863495,0.11634236778088147
2012-04-02,0.1296223428488467,0.13217424478497175,0.13193277904660844,0.13823322300427893,76.368927,149587900,0.13124398241601745,0.10662319693213294,0.11788274939376826,0.004812214798143011,-1.0577109289559004,2.9612347722454393,-0.30599532917560013
2012-04-03,0.14505992555002348,0.1402794593946245,0.14549499514831704,0.14471155871776487,77.688583,208639900,0.13265964574689582,0.10893556741707382,0.12088436749931028,0.0064055226744124385,0.822544912103189,2.947097031737878,0.8657353802532661
2012-04-04,0.1432718913011692,0.1364499821260835,0.14211824387364103,0.14167539854963213,77.070114,143245200,0.13398137618366995,0.11118329628897279,0.12372114743415677,0.006794094953735838,-1.2208436499710222,2.599227527118649,0.8452902792071442
2012-04-05,0.14486596783991515,0.14175699934240887,0.14604043009517198,0.14735380209665982,78.22683,160324500,0.13606244700610598,0.11355263336287957,0.1264994473253017,0.007420861806332942,0.2088635950047554,3.1270836060418454,0.004743639944190914
2012-04-09,0.14435077390399156,0.14488087895098856,0.14720484173126797,0.1488991633936706,78.541626,149384200,0.13849743503995768,0.11585187441941697,0.12925865651849097,0.0072154108664216265,-1.9596701238797756,2.7521483210293054,-0.34423201196348296
2012-04-10,0.1527150627931033,0.14738963123046117,0.14763382736370478,0.14417827909107606,77.579979,222431300,0.13979795646534374,0.11792607961840365,0.1315748669193501,0.0069143282491175495,-1.3281860488984305,3.0119865260532657,0.4742648279132782
2012-04-11,0.1504542706799978,0.143089768186357,0.14600364420933165,0.14282079800555536,77.303429,174153700,0.14050821230262822,0.11976009914077346,0.13333535633998336,0.006812735331125555,0.19686123586912352,3.0554753875916383,-0.9265741130338667
2012-04-12,0.1436658611379302,0.13974877835819666,0.1442631934853213,0.14074212314472268,76.88002,153584200,0.1408203109058827,0.12138281843603767,0.13434104595126864,0.006736844958657485,0.7384665799954104,3.27213171916773,-0.050461987912697515
2012-04-13,0.14312641983651894,0.13575044227605987,0.13385098174493876,0.13011252942497925,74.714745,214911200,0.14053972293079658,0.12261021156120368,0.13493706642873116,0.007148387208523223,0.1713682811899705,2.7382359201761775,-0.32735321145933294
2012-04-16,0.13461060506621272,0.12705419226852988,0.11837056294489984,0.11490144393508389,71.616173,262696700,0.13936283193634236,0.12331622539824391,0.1347722299548923,0.010060959668181456,-0.11564828238824053,2.396097568835835,0.8410717702051094
2012-04-17,0.1157485009623149,0.12688535878375617,0.11448516260920921,0.13282144230202902,75.266533,256382000,0.1388216538661174,0.12486238421788463,0.1350328181410674,0.010271812617139005,-0.3011036955892888,3.036769908950739,-0.9759939454546349
2012-04-18,0.13682896535040437,0.13306677337305384,0.1333606934526001,0.13199727053818877,75.098648,238632800,0.13755022504815975,0.1264396533489268,0.1351049353975278,0.010248615766847411,-1.4785219903674274,3.3601022363021706,0.10562975143669817
2012-04-19,0.12864649139624343,0.12370717840219447,0.12221308144795373,0.1193314318583854,72.518593,208679800,0.13531582837903508,0.12758604108244953,0.1346486022813525,0.011596403706670923,-0.7198442083947086,3.2477892705878872,0.481327162133252
2012-04-20,0.12328850246484543,0.117610184776754,0.11357201466052463,0.11056838894846083,70.733521,257746300,0.1316372870642152,0.1282120605716062,0.1338498670351606,0.013091538808831035,-0.4606387709597875,3.041931883054925,-0.029964024951917523
2012-04-23,0.11069964366640209,0.106785131706223,0.10511478721441353,0.10979266668439314,70.575485,241632300,0.12772663739328743,0.12874798347675648,0.13311203621662254,0.013202603918613118,1.0571222262189157,2.9016727628735905,-0.8291939396745567
2012-04-24,0.10585076031231436,0.10136957626598864,0.10412197583715121,0.10287193498690544,69.165718,269037300,0.12359600298287039,0.1289152456071902,0.13169697972410707,0.013925424641114289,0.3436182895684614,3.161424519327462,0.9449227800558044
2012-04-25,0.13799268615450275,0.13170987882611324,0.13537695037747877,0.13300326897738612,75.303566,226444400,0.12261425008005347,0.12976165425334008,0.13156123119134083,0.012712734582665088,-1.763040155362734,2.805290760059106,0.03602086275219585
2012-04-26,0.1371623061665497,0.12971373969001376,0.13300525385244855,0.13160940728508413,75.019646,134017100,0.12170097849408959,0.13012769013220896,0.13126064469998616,0.01153966592295541,0.324083969394795,3.095271553871244,0.22837248863802273
2012-04-27,0.1315861121595557,0.12458163909722181,0.1320063207889945,0.12876112732844153,74.43943,101680600,0.12156583828443583,0.1304799903806327,0.13105278060761621,0.011437675998686496,-0.38508228041631654,3.1010940318333255,-0.5267804345849854
2012-04-30,0.12717972731527324,0.11988978298176628,0.12128157273059326,0.11723460487343684,72.091446,126536200,0.12179915437827112,0.1304478714293519,0.13058099315730673,0.011309705552109837,-0.6769220003059587,3.212041981499776,-0.03300382978639238
2012-05-01,0.11936092565859988,0.1189007304743625,0.12019685884226888,0.11611347895202878,71.863052,152749800,0.12012835804327111,0.13006466477513529,0.12947500595469424,0.010719169884560793,0.6116762888408679,3.5519320077822156,-0.14170101608335628
2012-05-02,0.11653644487859552,0.11325602095966775,0.1187443976329211,0.11844663989038173,72.338333,106847300,0.1187732949784904,0.12966105525784866,0.12816176001332508,0.009875337182232703,1.030999522495951,3.0784831934357535,-0.8502083159960325
2012-05-03,0.12275511557997856,0.11566831264187383,0.11962691141125165,0.11592560298268034,71.824791,97637400,0.1184327120909199,0.1292433055512083,0.1268742702349775,0.00991260940003148,0.9312801191161986,2.8982072748585,-0.7876792929050656
2012-05-04,0.11462116181334472,0.10780429596156116,0.11035459024300426,0.10588385131551442,69.779243,132498100,0.11796425832762525,0.12855466413264882,0.12480077269592023,0.010423106089871114,-0.8392175232226385,2.9948851375616012,0.6749450392375491
2012-05-07,0.10517799032141054,0.10443316061370367,0.10793998614594208,0.10844731812398856,70.301445,115029600,0.11782972347158478,0.12801793196827663,0.12277818043243612,0.010548230550019761,-0.3092123758512146,2.646184819022176,-0.5203600955868195
2012-05-08,0.11007532597888744,0.10366727191434799,0.10640789153731112,0.1076594887876548,70.140945,124313000,0.11830847885165971,0.12723414609995795,0.12095224091726504,0.009881479194610222,0.33126343140356396,2.8610573737821885,-0.6100834570027389
2012-05-09,0.1065114257128881,0.10516288397665746,0.10770711325650117,0.10826552538576467,70.264397,120176000,0.11583470449249758,0.12631905562505977,0.11922447728627553,0.008835038460207644,0.9755451271223592,2.9181435123773793,0.009822902500278508
2012-05-10,0.1131058733020888,0.10630868812072208,0.1123585737662049,0.10907756038234728,70.429832,83300000,0.1135815198022239,0.12536760306739875,0.11764124914815674,0.007059827485980047,-0.47917423784528995,2.8951823204130815,0.5374942627250259
2012-05-11,0.10729936962916878,0.10545838267897956,0.10985206286818144,0.1067686432835181,69.959488,99886500,0.11138227139773153,0.12449594420432133,0.11647405484108371,0.004901228230972078,-0.18565897666381712,3.0304709744067444,-0.8761069628420242
2012-05-14,0.10582651718958533,0.1012610380420797,0.10571537310568402,0.1016235193631792,68.911415,88156600,0.1098211628467058,0.12366104972043976,0.11581015861248847,0.005300012354585786,-1.1063349740060282,2.8355160135235598,0.15361583927651168
